Date,Open,High,Low,Close,Adj Close,Volume
2021-08-16,99.6999969482422,100.16999816894533,99.04000091552734,99.7300033569336,84.9209976196289,30200
2021-08-17,99.5,99.5500030517578,98.0199966430664,98.48999786376952,83.86512756347656,15500
2021-08-18,98.5,99.0,97.62999725341795,98.0199966430664,83.46489715576172,34600
2021-08-19,97.08999633789062,98.25,96.26000213623048,98.25,83.6607666015625,34700
2021-08-20,97.83000183105467,98.9499969482422,96.80999755859376,98.33999633789062,83.73739624023438,50700
2021-08-23,99.43000030517578,99.43000030517578,97.41000366210938,97.6999969482422,83.19244384765625,26900
2021-08-24,97.62000274658205,98.27999877929688,97.3000030517578,97.86000061035156,83.32866668701172,20500
2021-08-25,98.16000366210938,98.8499984741211,97.5999984741211,97.77999877929688,83.26054382324219,30200
2021-08-26,97.5500030517578,97.77999877929688,95.73999786376952,95.77999877929688,81.55753326416016,34300
2021-08-27,95.6999969482422,99.43000030517578,95.5999984741211,99.11000061035156,84.39307403564453,52300
2021-08-30,99.04000091552734,99.05999755859376,97.38999938964844,97.66999816894533,83.1668930053711,38100
2021-08-31,97.63999938964844,98.29000091552734,97.2699966430664,97.9000015258789,83.36273193359375,26900
2021-09-01,98.08000183105467,98.08000183105467,96.75,97.6999969482422,83.19244384765625,16600
2021-09-02,97.91000366210938,99.19000244140624,97.58999633789062,99.19000244140624,84.46119689941406,28500
2021-09-03,99.45999908447266,101.0,99.25,100.98999786376952,85.993896484375,35400
2021-09-07,100.4000015258789,101.70999908447266,100.08000183105467,100.19000244140624,85.31268310546875,23500
2021-09-08,100.08999633789062,100.4000015258789,99.6500015258789,99.98999786376952,85.14238739013672,19700
2021-09-09,100.0500030517578,100.70999908447266,99.52999877929688,99.54000091552734,84.75920867919922,22100
2021-09-10,100.2300033569336,100.2300033569336,98.0999984741211,98.62000274658205,83.97582244873047,26700
2021-09-13,98.91999816894533,100.52999877929688,98.91999816894533,99.43000030517578,84.66553497314453,18500
2021-09-14,99.11000061035156,99.11000061035156,96.4499969482422,97.30999755859376,83.60025024414062,25900
2021-09-15,97.26000213623048,98.93000030517578,96.6500015258789,98.55999755859376,84.67414093017578,24700
2021-09-16,98.54000091552734,98.94000244140624,97.66999816894533,98.55999755859376,84.67414093017578,24500
2021-09-17,98.4499969482422,100.51000213623048,97.63999938964844,100.27999877929688,86.15179443359375,80700
