Datetime,Open,High,Low,Close,Adj Close,Volume
2026-08-10 04:00:00,1136.99,1138.66,1125.74,1133.01,1133.01,0
2026-08-10 04:15:00,1133.01,1133.01,1133.01,1133.01,1133.01,0
2026-08-10 04:20:00,1157.5103,1157.5103,1132.98,1132.98,1132.98,0
2026-08-10 04:30:00,1157.4727,1157.4727,1157.4727,1157.4727,1157.4727,0
2026-08-10 04:45:00,1157.4727,1157.4727,1157.4727,1157.4727,1157.4727,0
2026-08-10 04:50:00,1111.2172,1111.2172,1111.2172,1111.2172,1111.2172,0
2026-08-10 05:00:00,1111.2172,1111.2172,1111.2172,1111.2172,1111.2172,0
2026-08-10 05:10:00,1133.9,1135.0,1133.78,1135.0,1135.0,0
2026-08-10 05:15:00,1135.0,1135.0,1135.0,1135.0,1135.0,0
2026-08-10 05:25:00,1135.0,1135.0,1135.0,1135.0,1135.0,0
2026-08-10 05:35:00,1111.21,1111.21,1111.21,1111.21,1111.21,0
2026-08-10 05:40:00,1111.21,1111.21,1111.21,1111.21,1111.21,0
2026-08-10 06:00:00,1130.02,1133.58,1130.02,1133.58,1133.58,0
2026-08-10 06:05:00,1130.211,1136.39,1130.211,1136.39,1136.39,0
2026-08-10 06:30:00,1136.39,1136.39,1136.39,1136.39,1136.39,0
2026-08-10 06:40:00,1132.0,1132.0,1132.0,1132.0,1132.0,0
2026-08-10 07:00:00,1118.5,1134.365,1118.5,1130.71,1130.71,0
2026-08-10 07:05:00,1130.5,1130.5,1130.5,1130.5,1130.5,0
2026-08-10 07:10:00,1130.5,1137.6997,1130.5,1137.6997,1137.6997,0
2026-08-10 07:15:00,1137.72,1137.72,1130.9875,1130.9875,1130.9875,0
2026-08-10 07:20:00,1130.51,1130.51,1130.51,1130.51,1130.51,0
2026-08-10 07:25:00,1130.52,1136.0597,1130.52,1132.49,1132.49,0
2026-08-10 07:30:00,1134.37,1136.5277,1118.9622,1118.9622,1118.9622,0
2026-08-10 07:45:00,1128.0,1128.0,1118.5001,1118.5001,1118.5001,0
2026-08-10 07:50:00,1118.5001,1118.5001,1118.5001,1118.5001,1118.5001,0
2026-08-10 08:00:00,1136.5277,1136.5277,1136.5277,1136.5277,1136.5277,0
2026-08-10 08:05:00,1132.0,1132.0,1132.0,1132.0,1132.0,0
2026-08-10 08:10:00,1135.0,1135.0,1135.0,1135.0,1135.0,0
2026-08-10 08:20:00,1136.5277,1136.5277,1118.9622,1118.9622,1118.9622,0
2026-08-10 08:30:00,1132.01,1132.01,1118.9622,1118.9622,1118.9622,0
2026-08-10 08:35:00,1118.9045,1118.9045,1118.9045,1118.9045,1118.9045,0
2026-08-10 08:40:00,1133.56,1133.56,1133.56,1133.56,1133.56,0
2026-08-10 08:50:00,1136.39,1136.39,1132.0,1132.0,1132.0,0
2026-08-10 08:55:00,1133.56,1133.56,1118.51,1132.0,1132.0,0
2026-08-10 09:00:00,1132.01,1132.01,1132.01,1132.01,1132.01,0
2026-08-10 09:10:00,1132.01,1132.01,1132.01,1132.01,1132.01,0
2026-08-10 09:30:00,1129.8199462890625,1135.0,1126.0103759765625,1134.18505859375,1134.18505859375,95054
2026-08-10 09:35:00,1137.4000244140625,1139.969970703125,1136.5050048828125,1139.969970703125,1139.969970703125,3933
2026-08-10 09:40:00,1135.7099609375,1139.97998046875,1135.18994140625,1138.6099853515625,1138.6099853515625,1504
2026-08-10 09:45:00,1137.4200439453125,1139.5400390625,1136.448974609375,1139.5400390625,1139.5400390625,1982
2026-08-10 09:50:00,1139.449951171875,1139.449951171875,1136.3599853515625,1137.0799560546875,1137.0799560546875,2303
2026-08-10 09:55:00,1136.3399658203125,1136.43505859375,1135.260009765625,1135.449951171875,1135.449951171875,1542
2026-08-10 10:00:00,1135.1500244140625,1135.1875,1131.8800048828125,1131.8800048828125,1131.8800048828125,27436
2026-08-10 10:05:00,1131.8800048828125,1131.8800048828125,1128.4000244140625,1128.5899658203125,1128.5899658203125,3634
2026-08-10 10:10:00,1129.4625244140625,1129.5499267578125,1127.7950439453125,1127.8599853515625,1127.8599853515625,3603
2026-08-10 10:15:00,1127.8349609375,1132.9649658203125,1126.1500244140625,1132.9599609375,1132.9599609375,6507
2026-08-10 10:20:00,1132.1300048828125,1132.27001953125,1129.550048828125,1132.27001953125,1132.27001953125,5397
2026-08-10 10:25:00,1132.5400390625,1133.949951171875,1132.4599609375,1132.6500244140625,1132.6500244140625,3420
2026-08-10 10:30:00,1131.530029296875,1133.909912109375,1130.81005859375,1130.9599609375,1130.9599609375,2831
2026-08-10 10:35:00,1131.300048828125,1131.5550537109375,1128.8900146484375,1128.8900146484375,1128.8900146484375,3880
2026-08-10 10:40:00,1129.81005859375,1130.1700439453125,1129.719970703125,1130.1700439453125,1130.1700439453125,1608
2026-08-10 10:45:00,1130.5799560546875,1133.3900146484375,1130.5799560546875,1132.68994140625,1132.68994140625,2838
2026-08-10 10:50:00,1133.2261962890625,1133.2261962890625,1131.8699951171875,1132.27001953125,1132.27001953125,1534
2026-08-10 10:55:00,1132.27001953125,1132.969970703125,1131.8599853515625,1131.864990234375,1131.864990234375,2552
2026-08-10 11:00:00,1132.550048828125,1133.2899169921875,1131.300048828125,1132.1199951171875,1132.1199951171875,2081
2026-08-10 11:05:00,1132.1199951171875,1132.6099853515625,1128.949951171875,1130.1949462890625,1130.1949462890625,23315
2026-08-10 11:10:00,1130.2099609375,1132.989990234375,1130.2099609375,1132.989990234375,1132.989990234375,7297
2026-08-10 11:15:00,1132.3499755859375,1133.4449462890625,1132.3499755859375,1133.43994140625,1133.43994140625,1871
2026-08-10 11:20:00,1133.260009765625,1134.614990234375,1133.260009765625,1134.6099853515625,1134.6099853515625,1639
2026-08-10 11:25:00,1134.60498046875,1134.719970703125,1133.0999755859375,1134.7049560546875,1134.7049560546875,2231
2026-08-10 11:30:00,1134.7049560546875,1135.2950439453125,1133.5699462890625,1134.050048828125,1134.050048828125,3258
2026-08-10 11:35:00,1134.75,1134.75,1132.9549560546875,1132.9549560546875,1132.9549560546875,2821
2026-08-10 11:40:00,1132.1099853515625,1133.5849609375,1132.0,1133.0050048828125,1133.0050048828125,1408
2026-08-10 11:45:00,1133.0050048828125,1134.0562744140625,1132.0,1133.6199951171875,1133.6199951171875,2950
2026-08-10 11:50:00,1133.574951171875,1133.7950439453125,1133.1400146484375,1133.7900390625,1133.7900390625,1116
2026-08-10 11:55:00,1133.7950439453125,1133.7950439453125,1132.4300537109375,1133.6600341796875,1133.6600341796875,3107
2026-08-10 12:00:00,1133.0550537109375,1133.0550537109375,1133.050048828125,1133.050048828125,1133.050048828125,523
2026-08-10 12:05:00,1133.0450439453125,1133.6522216796875,1132.3499755859375,1133.0999755859375,1133.0999755859375,3453
2026-08-10 12:10:00,1132.5799560546875,1132.68994140625,1131.1800537109375,1131.1800537109375,1131.1800537109375,1512
2026-08-10 12:15:00,1131.010009765625,1131.010009765625,1130.010009765625,1130.25,1130.25,1911
2026-08-10 12:20:00,1130.25,1130.25,1129.0,1129.739990234375,1129.739990234375,2526
2026-08-10 12:25:00,1129.739990234375,1130.75,1129.699951171875,1130.27001953125,1130.27001953125,3451
2026-08-10 12:30:00,1129.8900146484375,1130.530029296875,1126.56005859375,1128.68994140625,1128.68994140625,9559
2026-08-10 12:35:00,1128.97998046875,1130.4599609375,1128.97998046875,1130.3599853515625,1130.3599853515625,2768
2026-08-10 12:40:00,1130.43994140625,1130.43994140625,1128.510009765625,1128.510009765625,1128.510009765625,1612
2026-08-10 12:45:00,1128.93994140625,1128.93994140625,1127.1500244140625,1128.0849609375,1128.0849609375,3941
2026-08-10 12:50:00,1128.0799560546875,1128.0799560546875,1126.0,1126.2249755859375,1126.2249755859375,10381
2026-08-10 12:55:00,1126.324951171875,1128.2198486328125,1126.324951171875,1128.2198486328125,1128.2198486328125,2171
2026-08-10 13:00:00,1127.6199951171875,1128.2049560546875,1127.405029296875,1128.1700439453125,1128.1700439453125,3287
2026-08-10 13:05:00,1127.9200439453125,1128.1099853515625,1126.0,1127.8189697265625,1127.8189697265625,7493
2026-08-10 13:10:00,1128.5050048828125,1129.3349609375,1127.0,1129.1400146484375,1129.1400146484375,8700
