Datetime,Open,High,Low,Close,Adj Close,Volume
2026-08-10 04:00:00,235.95,236.885,235.2212,235.51,235.51,0
2026-08-10 04:05:00,235.5145,235.9,235.19,235.2724,235.2724,0
2026-08-10 04:10:00,235.35,235.6,235.29,235.34,235.34,0
2026-08-10 04:15:00,235.36,235.6,235.21,235.3,235.3,0
2026-08-10 04:20:00,235.5867,235.5867,235.12,235.1612,235.1612,0
2026-08-10 04:25:00,235.18,235.8277,235.17,235.8277,235.8277,0
2026-08-10 04:30:00,235.78,235.8103,235.27,235.43,235.43,0
2026-08-10 04:35:00,235.46,235.9375,235.45,235.92,235.92,0
2026-08-10 04:40:00,235.8,236.11,235.55,236.11,236.11,0
2026-08-10 04:45:00,235.7,235.7,235.6087,235.6087,235.6087,0
2026-08-10 04:50:00,235.77,235.83,235.66,235.74,235.74,0
2026-08-10 04:55:00,235.81,235.81,235.74,235.74,235.74,0
2026-08-10 05:00:00,235.77,236.0,235.74,236.0,236.0,0
2026-08-10 05:05:00,235.99,235.99,235.4187,235.7905,235.7905,0
2026-08-10 05:10:00,235.68,236.2283,235.44,235.77,235.77,0
2026-08-10 05:15:00,236.0,236.509,235.95,236.1,236.1,0
2026-08-10 05:20:00,236.5,236.5682,236.11,236.55,236.55,0
2026-08-10 05:25:00,236.55,236.55,236.2003,236.21,236.21,0
2026-08-10 05:30:00,236.23,236.4,236.0892,236.3964,236.3964,0
2026-08-10 05:35:00,236.39,236.5,236.39,236.41,236.41,0
2026-08-10 05:40:00,236.52,236.7397,236.27,236.48,236.48,0
2026-08-10 05:45:00,236.42,236.42,236.27,236.27,236.27,0
2026-08-10 05:50:00,236.36,236.37,236.24,236.24,236.24,0
2026-08-10 05:55:00,236.24,236.37,236.21,236.3,236.3,0
2026-08-10 06:00:00,236.32,236.6977,236.28,236.6977,236.6977,0
2026-08-10 06:05:00,236.36,236.6987,236.21,236.21,236.21,0
2026-08-10 06:10:00,236.2132,236.47,236.2,236.41,236.41,0
2026-08-10 06:15:00,236.415,236.415,236.17,236.21,236.21,0
2026-08-10 06:20:00,236.26,236.31,236.1918,236.31,236.31,0
2026-08-10 06:25:00,236.66,236.66,236.31,236.33,236.33,0
2026-08-10 06:30:00,236.34,236.502,236.13,236.502,236.502,0
2026-08-10 06:35:00,236.13,236.5088,236.0,236.0,236.0,0
2026-08-10 06:40:00,236.06,236.5277,236.04,236.42,236.42,0
2026-08-10 06:45:00,236.42,236.42,236.27,236.39,236.39,0
2026-08-10 06:50:00,236.1992,236.4015,236.1992,236.29,236.29,0
2026-08-10 06:55:00,236.29,236.5385,236.0,236.5385,236.5385,0
2026-08-10 07:00:00,236.3,236.51,235.85,236.06,236.06,0
2026-08-10 07:05:00,236.06,236.06,235.88,235.91,235.91,0
2026-08-10 07:10:00,235.93,236.02,235.61,235.75,235.75,0
2026-08-10 07:15:00,235.72,236.36,235.47,235.56,235.56,0
2026-08-10 07:20:00,235.57,236.35,235.57,235.687,235.687,0
2026-08-10 07:25:00,235.98,236.06,235.65,235.66,235.66,0
2026-08-10 07:30:00,235.85,235.98,235.44,235.81,235.81,0
2026-08-10 07:35:00,235.82,235.99,235.41,235.46,235.46,0
2026-08-10 07:40:00,235.4905,235.68,235.09,235.25,235.25,0
2026-08-10 07:45:00,235.44,235.5988,235.2,235.4,235.4,0
2026-08-10 07:50:00,235.2,235.73,235.04,235.26,235.26,0
2026-08-10 07:55:00,235.24,235.5,235.2,235.28,235.28,0
2026-08-10 08:00:00,235.38,235.47,235.1977,235.28,235.28,0
2026-08-10 08:05:00,235.35,235.3504,235.08,235.11,235.11,0
2026-08-10 08:10:00,235.2,235.73,235.2,235.68,235.68,0
2026-08-10 08:15:00,235.47,235.68,235.2,235.21,235.21,0
2026-08-10 08:20:00,235.27,235.5,235.26,235.4,235.4,0
2026-08-10 08:25:00,235.35,235.5648,235.25,235.5648,235.5648,0
2026-08-10 08:30:00,235.58,235.73,235.36,235.65,235.65,0
2026-08-10 08:35:00,235.61,235.73,235.5,235.72,235.72,0
2026-08-10 08:40:00,235.6,235.72,235.02,235.21,235.21,0
2026-08-10 08:45:00,235.28,235.72,235.02,235.17,235.17,0
2026-08-10 08:50:00,235.02,235.69,235.02,235.2,235.2,0
2026-08-10 08:55:00,235.2,235.67,235.0,235.31,235.31,0
2026-08-10 09:00:00,235.1588,235.62,235.1,235.2,235.2,0
2026-08-10 09:05:00,235.12,235.7,235.12,235.24,235.24,0
2026-08-10 09:10:00,235.6,235.7,235.232,235.7,235.7,0
2026-08-10 09:30:00,235.0,235.97999572753903,234.1300048828125,235.4250030517578,235.4250030517578,229904
2026-08-10 09:35:00,235.27999877929688,236.1649932861328,235.0200042724609,235.6100006103516,235.6100006103516,101398
2026-08-10 09:40:00,235.8099975585937,237.3000030517578,235.759994506836,237.19500732421875,237.19500732421875,99309
2026-08-10 09:45:00,237.1150054931641,237.72999572753903,236.8300018310547,237.72999572753903,237.72999572753903,75966
2026-08-10 09:50:00,237.6100006103516,238.8500061035156,237.547607421875,238.6600036621093,238.6600036621093,170937
2026-08-10 09:55:00,238.6699981689453,239.5399932861328,238.6199951171875,239.4199981689453,239.4199981689453,150083
2026-08-10 10:00:00,239.4600067138672,240.7350006103516,239.4199981689453,239.6699981689453,239.6699981689453,216824
2026-08-10 10:05:00,239.75,240.2700042724609,238.70689392089844,238.85499572753903,238.85499572753903,142836
2026-08-10 10:10:00,238.72000122070312,238.77999877929688,238.1629943847656,238.4850006103516,238.4850006103516,82092
2026-08-10 10:15:00,238.4850006103516,238.88999938964844,238.0644073486328,238.69000244140625,238.69000244140625,69855
2026-08-10 10:20:00,238.6849975585937,239.22999572753903,238.2899932861328,238.8600006103516,238.8600006103516,62319
2026-08-10 10:25:00,238.8650054931641,239.4900054931641,238.8000030517578,239.31939697265625,239.31939697265625,37559
2026-08-10 10:30:00,239.384994506836,239.58999633789065,239.00010681152344,239.1199951171875,239.1199951171875,74336
2026-08-10 10:35:00,239.05279541015625,239.4069976806641,238.4499969482422,238.72000122070312,238.72000122070312,46096
2026-08-10 10:40:00,238.6450042724609,239.09249877929688,238.5500030517578,238.84500122070312,238.84500122070312,32692
2026-08-10 10:45:00,238.759994506836,238.9499969482422,238.3099975585937,238.6499938964844,238.6499938964844,59069
2026-08-10 10:50:00,238.6999969482422,239.0749969482422,238.60020446777344,238.97000122070312,238.97000122070312,48148
2026-08-10 10:55:00,238.9100036621093,239.1600036621093,238.69000244140625,238.69000244140625,238.69000244140625,46640
2026-08-10 11:00:00,238.69000244140625,238.82000732421875,238.0800018310547,238.1600036621093,238.1600036621093,68936
2026-08-10 11:05:00,238.1300048828125,238.6000061035156,238.1199951171875,238.19000244140625,238.19000244140625,28288
2026-08-10 11:10:00,238.10009765625,238.1499938964844,237.5200042724609,238.0,238.0,46340
2026-08-10 11:15:00,237.8950042724609,238.2169952392578,237.6600036621093,237.85499572753903,237.85499572753903,66449
2026-08-10 11:20:00,237.9100036621093,238.0800018310547,237.6600036621093,237.8000030517578,237.8000030517578,31511
2026-08-10 11:25:00,237.8000030517578,237.8000030517578,237.19000244140625,237.4701995849609,237.4701995849609,51983
2026-08-10 11:30:00,237.5350036621093,237.8800048828125,237.47999572753903,237.8800048828125,237.8800048828125,29120
2026-08-10 11:35:00,237.92999267578125,237.9600067138672,237.5,237.6100006103516,237.6100006103516,34400
2026-08-10 11:40:00,237.69500732421875,237.72000122070312,237.6199951171875,237.6529998779297,237.6529998779297,18079
2026-08-10 11:45:00,237.69500732421875,237.69500732421875,237.50010681152344,237.5599975585937,237.5599975585937,24747
2026-08-10 11:50:00,237.6100006103516,237.88999938964844,237.42010498046875,237.8699951171875,237.8699951171875,17309
2026-08-10 11:55:00,237.75,237.8999938964844,237.67999267578125,237.85499572753903,237.85499572753903,23393
2026-08-10 12:00:00,237.8699951171875,238.0599975585937,237.51499938964844,237.6450042724609,237.6450042724609,20187
2026-08-10 12:05:00,237.6450042724609,237.66580200195312,237.3600006103516,237.49249267578125,237.49249267578125,27167
2026-08-10 12:10:00,237.51499938964844,237.51499938964844,237.1300048828125,237.35499572753903,237.35499572753903,23169
2026-08-10 12:15:00,237.35499572753903,237.73989868164065,237.0800018310547,237.6300048828125,237.6300048828125,28893
